,neighborhood,latitude,longitude,name,categories
0,Botafogo,-22953341,-43186139,RefeitÃ³rio OrgÃ¢nico,Vegan and Vegetarian Restaurant
1,Botafogo,-22956535,-43192739,Vegana ChÃ¡cara,Vegan and Vegetarian Restaurant
2,Botafogo,-22956195,-43192417,Naturalie BistrÃ´,Vegan and Vegetarian Restaurant
3,Leme,-22962374,-43168412,Gaia Art & CafÃ©,Vegan and Vegetarian Restaurant
4,Botafogo,-2295502,-43195212,Vegan Vegan,Vegan and Vegetarian Restaurant
5,Laranjeiras,-22931727,-43180793,GrÃ£o Integral,Vegan and Vegetarian Restaurant
6,Humaitá,-22955517,-43196918,Rio Vegetariano,Vegan and Vegetarian Restaurant
7,Leme,-22957603,-43176015,Verde Vida,Vegan and Vegetarian Restaurant
8,Botafogo,-22952801,-43183752,Be Vegan,Vegan and Vegetarian Restaurant
9,Flamengo,-22934246,-43177403,Panela de Barro,Vegan and Vegetarian Restaurant
10,Botafogo,-22942039,-43181039,CasarÃ£o 22,Vegan and Vegetarian Restaurant
11,Botafogo,-2295779,-43176145,Greenpeople,Vegan and Vegetarian Restaurant
12,Catete,-22931736,-43179099,SÃ³ Sabor,Vegan and Vegetarian Restaurant
13,Laranjeiras,-22932791,-43182637,Vegetariano Social Clube,Vegan and Vegetarian Restaurant
14,Laranjeiras,-22932071,-43180319,Vida Gourmet,Vegan and Vegetarian Restaurant
15,Botafogo,-22945359,-43182498,Gui Green,Vegan and Vegetarian Restaurant
16,Botafogo,-22948693,-43185965,Frigideira & Cia,Vegan and Vegetarian Restaurant
17,Botafogo,-22955117,-43195152,Vegan Vegan - Botafogo,Vegan and Vegetarian Restaurant
18,Glória,-2291935,-43178177,GrÃ©gora Arte CafÃ©,Vegan and Vegetarian Restaurant
19,Centro,-22911072,-43174843,DelÃ­rio Tropical,Vegan and Vegetarian Restaurant
20,Centro,-22913983,-43167008,Hareburger,Vegan and Vegetarian Restaurant
21,Centro,-22914528,-43183833,Las Vegans,Vegan and Vegetarian Restaurant
22,Catete,-22927989,-43176743,Mundo Verde Catete,Vegan and Vegetarian Restaurant
23,Centro,-22911235,-43175976,Restaurante AssociaÃ§Ã£o MacrobiÃ³tica / Restaurante MacrobiÃ³tico,Vegan and Vegetarian Restaurant
24,Flamengo,-22928362,-43177262,Natural Up,Vegan and Vegetarian Restaurant
25,Centro,-22909572,-43178006,Health's Restaurante,Vegan and Vegetarian Restaurant
26,Copacabana,-22976921,-43189713,Bio Carioca,Vegan and Vegetarian Restaurant
27,Copacabana,-22976624,-43189915,RefeitÃ³rio OrgÃ¢nico,Vegan and Vegetarian Restaurant
28,Copacabana,-22987143,-43190835,Brota,Vegan and Vegetarian Restaurant
29,Copacabana,-22976376,-43190013,Mundo Vegan,Vegan and Vegetarian Restaurant
30,Copacabana,-22982008,-43190315,Bardana Cozinha Natural,Vegan and Vegetarian Restaurant
31,Copacabana,-22983785,-43194958,Feira Vida Liberta,Vegan and Vegetarian Restaurant
32,Copacabana,-22984628,-431941,Flora Viva Natural,Vegan and Vegetarian Restaurant
33,Copacabana,-22986882,-43192629,Hareburger,Vegan and Vegetarian Restaurant
34,Copacabana,-2297805,-43191434,Restaurante Naturaleve,Vegan and Vegetarian Restaurant
35,Ipanema,-22987137,-43191086,Hare Burger,Vegan and Vegetarian Restaurant
36,Laranjeiras,-22936991,-43198734,Via Verde,Vegan and Vegetarian Restaurant
37,Leblon,-22985845,-43227379,Casa Graviola,Vegan and Vegetarian Restaurant
38,Gávea,-22976445,-4322891,GÃ¡vea Integral,Vegan and Vegetarian Restaurant
39,Leblon,-22985765,-43227936,Seeds,Vegan and Vegetarian Restaurant
40,Leblon,-22985863,-43229261,Lulu's,Vegan and Vegetarian Restaurant
41,Gávea,-22976637,-4322879,GÃ¡vea Integral,Vegan and Vegetarian Restaurant
42,Leblon,-229854,-43226176,Mania Integral,Vegan and Vegetarian Restaurant
43,Leblon,-22981956,-43224714,Bio ArmazÃ©m,Vegan and Vegetarian Restaurant
44,Gávea,-22972727,-43224367,Restaurante OrgÃ¢nico,Vegan and Vegetarian Restaurant
45,Centro,-22909276,-43171852,Metamorfose,Vegan and Vegetarian Restaurant
46,Centro,-22906025,-4317673,Veggie Govinda,Vegan and Vegetarian Restaurant
47,Centro,-22909246,-43171789,Restaurante Bardana's,Vegan and Vegetarian Restaurant
48,Centro,-22902022,-43177262,Verde VÃ­cio,Vegan and Vegetarian Restaurant
49,Centro,-22908761,-43177485,Cheio de Vida,Vegan and Vegetarian Restaurant
50,Centro,-22902474,-43175579,Tempeh,Vegan and Vegetarian Restaurant
51,Centro,-22904768,-43176324,Sabor SaÃºde,Vegan and Vegetarian Restaurant
52,Centro,-22902887,-43178161,Brasil Vegetariano,Vegan and Vegetarian Restaurant
53,Centro,-2290619,-43184324,Reino Vegetal,Vegan and Vegetarian Restaurant
54,Centro,-22903481,-43175854,Green Restaurante Vegetariano,Vegan and Vegetarian Restaurant
55,Centro,-22901932,-43177072,Verdano Fresh Food,Vegan and Vegetarian Restaurant
56,Centro,-22906877,-43176813,Farani Fresh Food,Vegan and Vegetarian Restaurant
57,Centro,-22904045,-43177436,Alekrim,Vegan and Vegetarian Restaurant
58,Centro,-22902185,-43177078,Balanceado,Vegan and Vegetarian Restaurant
59,Centro,-22902806,-43180229,Trevo Vegetariano BistrÃ´,Vegan and Vegetarian Restaurant
60,Centro,-22902453,-43180259,Vitali Handmade,Vegan and Vegetarian Restaurant
61,Centro,-22905042,-43178087,Sallute Saladas,Vegan and Vegetarian Restaurant
62,Centro,-22901766,-43177381,Restaurante Vegetariano Beterraba,Vegan and Vegetarian Restaurant
63,Lagoa,-22962546,-43211075,Mistura Fina,Vegan and Vegetarian Restaurant
64,Ipanema,-22985533,-43203783,Spazziano,Vegan and Vegetarian Restaurant
65,Ipanema,-22983435,-43213331,Teva,Vegan and Vegetarian Restaurant
66,Ipanema,-22983944,-43213218,Fontes,Vegan and Vegetarian Restaurant
67,Ipanema,-22983964,-43207196,EmpÃ³rio SaÃºde,Vegan and Vegetarian Restaurant
68,Ipanema,-22984281,-43213665,Hareburger,Vegan and Vegetarian Restaurant
69,Ipanema,-22986133,-4319859,Beefit,Vegan and Vegetarian Restaurant
70,Ipanema,-22984091,-43204564,Cria da Terra,Vegan and Vegetarian Restaurant
71,Ipanema,-22985775,-43199021,AÃ§ougue Vegano,Vegan and Vegetarian Restaurant
72,Ipanema,-22984628,-431941,Flora Viva Natural,Vegan and Vegetarian Restaurant
73,Ipanema,-22984839,-43211546,Yasai Natural Sushi,Vegan and Vegetarian Restaurant
74,Ipanema,-22983544,-43211452,Veganza,Vegan and Vegetarian Restaurant
75,Copacabana,-22984016,-43212843,Pomar To Go,Vegan and Vegetarian Restaurant
76,Leblon,-22984048,-43216734,Tita BistrÃ´,Vegan and Vegetarian Restaurant
77,Ipanema,-22984323,-43200178,Blyss Restaurante Vegetariano,Vegan and Vegetarian Restaurant
78,Ipanema,-2298432,-43213353,Hare Burger,Vegan and Vegetarian Restaurant
79,Jardim Botânico,-22965264,-43219045,Prana Vegetariano,Vegan and Vegetarian Restaurant
80,Leblon,-22965231,-43219107,O Quintal Zen,Vegan and Vegetarian Restaurant
81,Jardim Botânico,-22964613,-43221395,NutreSÃ£o,Vegan and Vegetarian Restaurant
82,Jardim Botânico,-22964478,-4321752,Nutre SÃ£o,Vegan and Vegetarian Restaurant
83,Jardim Botânico,-22965231,-43219107,O Quintal Zen,Vegan and Vegetarian Restaurant
84,Centro,-22900533,-43179924,DelÃ­rio Tropical,Vegan and Vegetarian Restaurant
85,Centro,-22900781,-43181498,Dona Vegana,Vegan and Vegetarian Restaurant
86,Centro,-22897863,-43179045,Restaurante Vegetariano Beterraba,Vegan and Vegetarian Restaurant
87,Centro,-22898119,-43178925,Boutique Natural,Vegan and Vegetarian Restaurant
88,Centro,-22907944,-4317458,Vegetariano,Vegan and Vegetarian Restaurant
89,Botafogo,-22947537,-43182738,Brownieria,"Cafes, Snack bars, Sweets"
90,Botafogo,-22951193,-43184645,Le Depanneur,"Cafes, Snack bars, Sweets"
91,Botafogo,-22956573,-43176743,Mais Amor e Sucos,"Cafes, Snack bars, Sweets"
92,Botafogo,-22947537,-43182738,CafeÃ­na,"Cafes, Snack bars, Sweets"
93,Botafogo,-22948985,-43184341,Hell's Burguer,"Cafes, Snack bars, Sweets"
94,Botafogo,-2294957,-43185045,Balada Mix,"Cafes, Snack bars, Sweets"
95,Botafogo,-22952452,-4318756,Riso de Botafogo,"Cafes, Snack bars, Sweets"
96,Botafogo,-22952768,-43187568,Saude Pra Nos,"Cafes, Snack bars, Sweets"
97,Botafogo,-22950311,-43180546,Blends CafÃ©s Especiais,"Cafes, Snack bars, Sweets"
98,Botafogo,-22951286,-4318471,Verso CafÃ© e Restaurante,"Cafes, Snack bars, Sweets"
99,Botafogo,-2294947,-43189183,La Latteria Bloise,"Cafes, Snack bars, Sweets"
100,Botafogo,-22952988,-43183684,CafÃ© Latte,"Cafes, Snack bars, Sweets"
101,Botafogo,-22945036,-43182741,Cafeteria EspaÃ§o ItaÃº,"Cafes, Snack bars, Sweets"
102,Botafogo,-2295054,-43180238,Paninari,"Cafes, Snack bars, Sweets"
103,Botafogo,-22949271,-43189555,Lanches 188,"Cafes, Snack bars, Sweets"
104,Botafogo,-22951181,-43181194,Mobicare CafÃ© by Nespresso,"Cafes, Snack bars, Sweets"
105,Botafogo,-22950208,-43177765,Coffee Break,"Cafes, Snack bars, Sweets"
106,Botafogo,-22948076,-43182688,Rei do Mate,"Cafes, Snack bars, Sweets"
107,Botafogo,-22947473,-43182737,Nooma,"Cafes, Snack bars, Sweets"
108,Botafogo,-22947626,-43183237,Chez Lâ€™ami CafÃ©,"Cafes, Snack bars, Sweets"
109,Botafogo,-22951052,-43182634,CafÃ© EstaÃ§Ã£o Rio,"Cafes, Snack bars, Sweets"
110,Botafogo,-22950558,-43176851,GR Cafe,"Cafes, Snack bars, Sweets"
111,Botafogo,-22952593,-43188254,B.O.L.O,"Cafes, Snack bars, Sweets"
112,Botafogo,-22946491,-43182776,CafÃ© Enseada,"Cafes, Snack bars, Sweets"
113,Urca,-22950699,-43178861,Pix CafÃ©,"Cafes, Snack bars, Sweets"
114,Botafogo,-22947104,-43183469,Lounge Coca-Cola,"Cafes, Snack bars, Sweets"
115,Botafogo,-22944913,-43182613,Scada CafÃ©,"Cafes, Snack bars, Sweets"
116,Botafogo,-2294672,-43185103,Garage Cafe,"Cafes, Snack bars, Sweets"
117,Botafogo,-22951286,-4318471,EstaÃ§Ã£o CafÃ©,"Cafes, Snack bars, Sweets"
118,Botafogo,-22948319,-43185705,ContemporÃ¢neo CafÃ©,"Cafes, Snack bars, Sweets"
119,Botafogo,-22949301,-43185666,EspaÃ§o do Sabor,"Cafes, Snack bars, Sweets"
120,Botafogo,-22947048,-43185926,Trekos,"Cafes, Snack bars, Sweets"
121,Botafogo,-22955052,-43182102,Anna CafÃ©,"Cafes, Snack bars, Sweets"
122,Botafogo,-22942274,-43181797,CafÃ© do SÃ©,"Cafes, Snack bars, Sweets"
123,Botafogo,-2294228,-43181546,Canto do CafÃ©,"Cafes, Snack bars, Sweets"
124,Botafogo,-22951356,-43187095,Place Cafe,"Cafes, Snack bars, Sweets"
125,Botafogo,-22941651,-43180089,Coffee Shop,"Cafes, Snack bars, Sweets"
126,Botafogo,-22955476,-43182865,CafÃ© Bem Casado,"Cafes, Snack bars, Sweets"
127,Botafogo,-22950271,-43188763,Cafe Iris,"Cafes, Snack bars, Sweets"
128,Botafogo,-22954301,-43186977,EstaÃ§Ã£o 56,"Cafes, Snack bars, Sweets"
129,Botafogo,-22956527,-43183894,Tome cha,"Cafes, Snack bars, Sweets"
130,Botafogo,-22956085,-43175979,Chez Bela Cafeteria,"Cafes, Snack bars, Sweets"
131,Botafogo,-22954597,-43186545,Padaria e Confeitaria Naziras X Me,"Cafes, Snack bars, Sweets"
132,Flamengo,-22941401,-43176005,CafÃ© du Bom,"Cafes, Snack bars, Sweets"
133,Botafogo,-22956868,-43176311,BistrÃ´ Chef Dog,"Cafes, Snack bars, Sweets"
134,Botafogo,-22956829,-43176624,Viena Express,"Cafes, Snack bars, Sweets"
135,Botafogo,-22956739,-43176433,Viena CafÃ©,"Cafes, Snack bars, Sweets"
136,Urca,-22953175,-43174592,CÃ³pia CafÃ©,"Cafes, Snack bars, Sweets"
137,Botafogo,-22950151,-43181922,Lanchonete Top Kapi,"Cafes, Snack bars, Sweets"
138,Botafogo,-22949284,-43182466,Cafeteria Mourisco de Botafogo,"Cafes, Snack bars, Sweets"
139,Santa Teresa,-22921534,-4318607,CafÃ© do Alto,"Cafes, Snack bars, Sweets"
140,Catete,-22930121,-43177806,MacedÃ´nia CafÃ©,"Cafes, Snack bars, Sweets"
141,Catete,-22931778,-43178661,CafÃ© Up,"Cafes, Snack bars, Sweets"
142,Glória,-22923101,-43176196,Maya CafÃ©,"Cafes, Snack bars, Sweets"
143,Santa Teresa,-22921826,-43185763,Livraria Largo das Letras,"Cafes, Snack bars, Sweets"
144,Laranjeiras,-22931778,-43178661,MegaMatte,"Cafes, Snack bars, Sweets"
145,Laranjeiras,-22935167,-43180758,Suplicy CafÃ©s Especiais,"Cafes, Snack bars, Sweets"
146,Catete,-229307,-43177444,Cine CafÃ© & BistrÃ´,"Cafes, Snack bars, Sweets"
147,Catete,-22929555,-43177667,Rico's Lanches,"Cafes, Snack bars, Sweets"
148,Laranjeiras,-22931583,-43180225,Rei do Mate,"Cafes, Snack bars, Sweets"
149,Catete,-22928305,-43179595,Quartier Gourmet,"Cafes, Snack bars, Sweets"
150,Catete,-22928675,-4318003,Q BistrÃ´ Carioca.,"Cafes, Snack bars, Sweets"
151,Catete,-22928362,-43177262,En Passant ComestÃ­veis,"Cafes, Snack bars, Sweets"
152,Catete,-22925671,-43177261,Mercearia Silveira Martins,"Cafes, Snack bars, Sweets"
153,Laranjeiras,-22930612,-43179763,CafÃ© Escondido,"Cafes, Snack bars, Sweets"
154,Flamengo,-22930058,-43176487,Cicero Lanches,"Cafes, Snack bars, Sweets"
155,Laranjeiras,-22930887,-43179879,Carua Arte e CafÃ©,"Cafes, Snack bars, Sweets"
156,Laranjeiras,-2293058,-43177788,Kino CafÃ©,"Cafes, Snack bars, Sweets"
157,Laranjeiras,-22930025,-43176549,Oi Praia - CafÃ© 4Â° Andar,"Cafes, Snack bars, Sweets"
158,Flamengo,-22930058,-43176487,ConexÃ£o Sabor,"Cafes, Snack bars, Sweets"
159,Centro,-22926233,-43175675,CafÃ© RepÃºblica,"Cafes, Snack bars, Sweets"
160,Laranjeiras,-22932056,-43180299,Cafe Laranjeira,"Cafes, Snack bars, Sweets"
161,Catete,-22931908,-43177222,Cafezito,"Cafes, Snack bars, Sweets"
162,Catete,-22932092,-43177477,Planeta Tropical,"Cafes, Snack bars, Sweets"
163,Laranjeiras,-22932107,-43180802,Cheiro de minas,"Cafes, Snack bars, Sweets"
164,Glória,-22920166,-43179764,Hoby Lanchonete,"Cafes, Snack bars, Sweets"
165,Laranjeiras,-22932278,-43181559,Boomerang Mix,"Cafes, Snack bars, Sweets"
166,Flamengo,-2293377,-43177454,PinPin Sumos,"Cafes, Snack bars, Sweets"
167,Glória,-22919404,-43177237,Walter O Melhor SanduÃ­che,"Cafes, Snack bars, Sweets"
168,Laranjeiras,-22934218,-43185118,EspaÃ§o CafÃ© - Parque Laranjeiras,"Cafes, Snack bars, Sweets"
169,Laranjeiras,-22933495,-4318623,IV CentenÃ¡rio Bar e Restaurante,"Cafes, Snack bars, Sweets"
170,Catete,-22925852,-43176324,Cafe e Restaurante Palacio,"Cafes, Snack bars, Sweets"
171,Glória,-2292531,-431765,Mega Mate Filial Catete,"Cafes, Snack bars, Sweets"
172,Catete,-229307,-43177444,ParmÃª - Largo do Machado,"Cafes, Snack bars, Sweets"
173,Laranjeiras,-22931336,-43178651,Mega Matte,"Cafes, Snack bars, Sweets"
174,Catete,-22930832,-43177196,Kopenhagen,"Cafes, Snack bars, Sweets"
175,Catete,-22932016,-43179294,CafÃ© e Bar Flor das Laranjeiras,"Cafes, Snack bars, Sweets"
176,Glória,-22922158,-4317724,Lanchonete lorozza,"Cafes, Snack bars, Sweets"
177,Flamengo,-22932731,-43177241,Lanchonete Dudu,"Cafes, Snack bars, Sweets"
178,Glória,-229202,-43177068,Lanches Coelho,"Cafes, Snack bars, Sweets"
179,Laranjeiras,-22931169,-43186864,Cestas de CafÃ© da ManhÃ£ Welcome,"Cafes, Snack bars, Sweets"
180,Flamengo,-22934183,-43177401,CafÃ© Balonique,"Cafes, Snack bars, Sweets"
181,Flamengo,-22934372,-43177406,Lunik,"Cafes, Snack bars, Sweets"
182,Laranjeiras,-22933986,-43184234,Forni Di Roma,"Cafes, Snack bars, Sweets"
183,Flamengo,-22934975,-43177357,Agua Na Boca,"Cafes, Snack bars, Sweets"
184,Copacabana,-22967881,-43184102,Bendito,"Cafes, Snack bars, Sweets"
185,Copacabana,-22970224,-43187985,CafeÃ­na,"Cafes, Snack bars, Sweets"
186,Copacabana,-22972497,-43188164,PÃ£o & Companhia,"Cafes, Snack bars, Sweets"
187,Copacabana,-22966109,-43177485,LF CafÃ© & BistrÃ´,"Cafes, Snack bars, Sweets"
188,Copacabana,-22978035,-43190743,KicÃª Sucos,"Cafes, Snack bars, Sweets"
189,Copacabana,-22966306,-43187766,Liba Culinaria Arabe,"Cafes, Snack bars, Sweets"
190,Copacabana,-22970058,-43186977,Galleria Cafe & BistrÃ´,"Cafes, Snack bars, Sweets"
191,Copacabana,-22969522,-43186901,Rei do Mate,"Cafes, Snack bars, Sweets"
192,Copacabana,-22968074,-43182664,Rufo's Sucos e Lanches,"Cafes, Snack bars, Sweets"
193,Copacabana,-22969848,-43183898,Montagu's,"Cafes, Snack bars, Sweets"
194,Copacabana,-22975075,-43187536,Baby Lanches,"Cafes, Snack bars, Sweets"
195,Copacabana,-22968303,-43183673,Megamatte,"Cafes, Snack bars, Sweets"
196,Copacabana,-22967237,-43181954,Casa do PÃ£o de Queijo,"Cafes, Snack bars, Sweets"
197,Copacabana,-22968354,-43182643,Villar Bar & Restaurante,"Cafes, Snack bars, Sweets"
198,Copacabana,-22966852,-4317956,Doce CafÃ© Brasil,"Cafes, Snack bars, Sweets"
199,Copacabana,-22968324,-4318543,Big Bi,"Cafes, Snack bars, Sweets"
200,Copacabana,-2296905,-43186827,Sfera,"Cafes, Snack bars, Sweets"
201,Copacabana,-22965044,-43190245,Coffee Shop,"Cafes, Snack bars, Sweets"
202,Copacabana,-22970613,-43184983,EmpÃ³rio CafÃ©,"Cafes, Snack bars, Sweets"
203,Copacabana,-22972215,-43186777,La Leocadia,"Cafes, Snack bars, Sweets"
204,Copacabana,-22969522,-43186901,Big Nectar,"Cafes, Snack bars, Sweets"
205,Copacabana,-22971534,-43187451,Drop Coffee,"Cafes, Snack bars, Sweets"
206,Copacabana,-22973347,-43187055,SalÃ£o de CafÃ©,"Cafes, Snack bars, Sweets"
207,Copacabana,-22975855,-43187994,Cais da Ribeira,"Cafes, Snack bars, Sweets"
208,Copacabana,-22972118,-43186838,Azeitona Preta CafÃ©,"Cafes, Snack bars, Sweets"
209,Copacabana,-22975698,-43187927,Copa CafÃ©,"Cafes, Snack bars, Sweets"
210,Copacabana,-22968791,-43187072,Aroma CafÃ© Gourmet,"Cafes, Snack bars, Sweets"
211,Copacabana,-22967375,-4318409,Brownie do Luiz Copacabana,"Cafes, Snack bars, Sweets"
212,Copacabana,-22965327,-43190314,Grao Espresso,"Cafes, Snack bars, Sweets"
213,Copacabana,-22967553,-43181961,Alaska,"Cafes, Snack bars, Sweets"
214,Copacabana,-22968475,-4317916,Quiosque Deck Zero Nove,"Cafes, Snack bars, Sweets"
215,Copacabana,-22969077,-43181746,Quiosque NescafÃ©,"Cafes, Snack bars, Sweets"
216,Copacabana,-2297462,-43190662,Ã“pera CafÃ©s Especiais,"Cafes, Snack bars, Sweets"
217,Copacabana,-22976063,-43189904,SÃ£o Luiz CafÃ©,"Cafes, Snack bars, Sweets"
218,Botafogo,-22978589,-43188749,CafÃ© EstaÃ§Ã£o Rio,"Cafes, Snack bars, Sweets"
219,Copacabana,-22972416,-43192867,CafÃ© Sabor a Mais,"Cafes, Snack bars, Sweets"
220,Copacabana,-22964923,-43189991,Lanchonete LÃ­der da Ladeira,"Cafes, Snack bars, Sweets"
221,Copacabana,-22978348,-43189559,Padoca da Miguel Lemos,"Cafes, Snack bars, Sweets"
222,Copacabana,-22977746,-43190924,Cafe e Bar Pimpao,"Cafes, Snack bars, Sweets"
223,Copacabana,-22970098,-43184029,Lanchonete Micheles,"Cafes, Snack bars, Sweets"
224,Copacabana,-22972215,-43186777,EstaÃ§Ã£o 33,"Cafes, Snack bars, Sweets"
225,Copacabana,-22969297,-43184449,BistrÃ´ Gastronomic e Tortas Gourmet,"Cafes, Snack bars, Sweets"
226,Copacabana,-22972281,-43187971,GrÃ£o em GrÃ£o,"Cafes, Snack bars, Sweets"
227,Copacabana,-22967987,-43184983,Lanche VÃ­deo,"Cafes, Snack bars, Sweets"
228,Copacabana,-22971133,-43189637,Tango e CafÃ©,"Cafes, Snack bars, Sweets"
229,Copacabana,-22967099,-43181135,Alaska lanches,"Cafes, Snack bars, Sweets"
230,Laranjeiras,-2294086,-43191863,Maya CafÃ©,"Cafes, Snack bars, Sweets"
231,Cosme Velho,-22940637,-43198507,Folie Ã€ Deux - CafÃ© & BistrÃ´,"Cafes, Snack bars, Sweets"
232,Cosme Velho,-22941233,-4319871,Cafe do Trem,"Cafes, Snack bars, Sweets"
233,Humaitá,-22938616,-43191747,Cachorro-Quente do Oliveira,"Cafes, Snack bars, Sweets"
234,Cosme Velho,-2293892,-43196208,Graviola Juice House,"Cafes, Snack bars, Sweets"
235,Cosme Velho,-22942915,-43203873,CafÃ© Sabor No Ponto,"Cafes, Snack bars, Sweets"
236,Cosme Velho,-22939652,-43196037,Lanche do MÃ¡rio EJA,"Cafes, Snack bars, Sweets"
237,Cosme Velho,-22940272,-43199189,Clan CafÃ©,"Cafes, Snack bars, Sweets"
238,Cosme Velho,-2293895,-43196272,CafÃ© Hartmann,"Cafes, Snack bars, Sweets"
239,Laranjeiras,-22936059,-43180959,CafÃ© Ipiranga,"Cafes, Snack bars, Sweets"
240,Flamengo,-22938608,-43176315,CafÃ© Flamengo,"Cafes, Snack bars, Sweets"
241,Flamengo,-22939919,-43177099,Lanchonete Rainha do Sul,"Cafes, Snack bars, Sweets"
242,Flamengo,-22936397,-43177454,CafÃ© e Bar IrmÃ£os Martins,"Cafes, Snack bars, Sweets"
243,Flamengo,-22936114,-43177385,Rei do Mate,"Cafes, Snack bars, Sweets"
244,Flamengo,-22936409,-43174318,Blason,"Cafes, Snack bars, Sweets"
245,Flamengo,-2293787,-43174102,Coffe Shop Grand Bay,"Cafes, Snack bars, Sweets"
246,Flamengo,-22936644,-43177711,Cyber CafÃ©,"Cafes, Snack bars, Sweets"
247,Catete,-2293058,-43177788,Kino CafÃ©,"Cafes, Snack bars, Sweets"
248,Flamengo,-22937277,-43177726,Lanchonete Blue,"Cafes, Snack bars, Sweets"
249,Flamengo,-22937623,-43177797,RBL CafÃ© & Cia,"Cafes, Snack bars, Sweets"
250,Catete,-22930612,-43179763,CafÃ© Escondido,"Cafes, Snack bars, Sweets"
251,Catete,-22930887,-43179879,Carua Arte e CafÃ©,"Cafes, Snack bars, Sweets"
252,Catete,-22926233,-43175675,CafÃ© RepÃºblica,"Cafes, Snack bars, Sweets"
253,Flamengo,-22936472,-43174319,SalÃ£o d'Or - Flamengo,"Cafes, Snack bars, Sweets"
254,Flamengo,-22938027,-43173934,Cafe e Bar Imperio de Espinho,"Cafes, Snack bars, Sweets"
255,Flamengo,-2293759,-43177859,Lanchonete Vila Formosa,"Cafes, Snack bars, Sweets"
256,Flamengo,-22925852,-43176324,Cafe e Restaurante Palacio,"Cafes, Snack bars, Sweets"
257,Laranjeiras,-22936511,-43183228,S S Cardoso,"Cafes, Snack bars, Sweets"
258,Gávea,-22979829,-43232496,Rei do Mate,"Cafes, Snack bars, Sweets"
259,Gávea,-22979177,-43232301,Coffeeway,"Cafes, Snack bars, Sweets"
260,Gávea,-22975479,-43234784,CafÃ© CafÃ©,"Cafes, Snack bars, Sweets"
261,Gávea,-22978346,-43233975,Fastway,"Cafes, Snack bars, Sweets"
262,Gávea,-22977031,-43230806,Costello - Forneria Premiata,"Cafes, Snack bars, Sweets"
263,Leblon,-22986509,-43231284,Rei do Mate,"Cafes, Snack bars, Sweets"
264,Gávea,-22978835,-4322947,Cocadine,"Cafes, Snack bars, Sweets"
265,Centro,-22910449,-43177086,Olla Gourmet,"Cafes, Snack bars, Sweets"
266,Glória,-22910108,-43171495,CafÃ© Maison,"Cafes, Snack bars, Sweets"
267,Centro,-22916662,-4317805,Restaurante e Lanchonete Baixo GlÃ³ria,"Cafes, Snack bars, Sweets"
268,Centro,-22914212,-431667,Katz Chocolates,"Cafes, Snack bars, Sweets"
269,Centro,-22910714,-43175274,Galeria Cafe,"Cafes, Snack bars, Sweets"
270,Centro,-22910132,-43174444,DÃ©guster CafÃ©,"Cafes, Snack bars, Sweets"
271,Santa Teresa,-22917729,-43182404,CafÃ© das RuÃ­nas,"Cafes, Snack bars, Sweets"
272,Centro,-22912456,-43173935,CafÃ© Baroni,"Cafes, Snack bars, Sweets"
273,Centro,-22920296,-43177007,CafÃ© da ManhÃ£ - ProAmor,"Cafes, Snack bars, Sweets"
274,Centro,-22919872,-43169927,Cacau CafÃ©,"Cafes, Snack bars, Sweets"
275,Centro,-22914016,-43166947,GrÃ£o Expresso,"Cafes, Snack bars, Sweets"
276,Centro,-22910087,-4317369,Farani CaffÃ©,"Cafes, Snack bars, Sweets"
277,Centro,-22914746,-4317744,CafÃ© Copa do 12Â° - ANS,"Cafes, Snack bars, Sweets"
278,Centro,-22910171,-43171497,Filosofia CafÃ©,"Cafes, Snack bars, Sweets"
279,Centro,-22914951,-43178135,Syn CafÃ©,"Cafes, Snack bars, Sweets"
280,Centro,-22911175,-43174532,CafÃ© e Bar Nisa,"Cafes, Snack bars, Sweets"
281,Centro,-22914532,-43178438,Nova Lapa Cafe,"Cafes, Snack bars, Sweets"
282,Centro,-22910608,-43170441,Magnus Gourmet,"Cafes, Snack bars, Sweets"
283,Glória,-22913432,-43180733,Bonde Sucos,"Cafes, Snack bars, Sweets"
284,Centro,-22910223,-43174635,MegaMatte,"Cafes, Snack bars, Sweets"
285,Centro,-22910611,-4317295,CafÃ© da Academia,"Cafes, Snack bars, Sweets"
286,Centro,-22911747,-43178372,Franâ€™s CafÃ©,"Cafes, Snack bars, Sweets"
287,Centro,-22913227,-43166865,Santos DupÃ£o CafÃ©,"Cafes, Snack bars, Sweets"
288,Centro,-22913323,-43166805,Orfeu Cafe,"Cafes, Snack bars, Sweets"
289,Centro,-22910053,-43176208,EstaÃ§Ã£o CafÃ© CinelÃ¢ndia,"Cafes, Snack bars, Sweets"
290,Centro,-22913563,-43165769,Dolce Vita Santos Dumont,"Cafes, Snack bars, Sweets"
291,Centro,-22912377,-43166657,Granulett,"Cafes, Snack bars, Sweets"
292,Centro,-22913103,-43166737,Vai CafÃ©,"Cafes, Snack bars, Sweets"
293,Centro,-22912757,-43166666,PÃ¡tio,"Cafes, Snack bars, Sweets"
294,Centro,-22912314,-43166655,Viena Snacks,"Cafes, Snack bars, Sweets"
295,Centro,-2291291,-43166857,Zep CafÃ©,"Cafes, Snack bars, Sweets"
296,Centro,-22912787,-43166729,CafÃ© PÃ¡tio 3 CoraÃ§Ãµes,"Cafes, Snack bars, Sweets"
