,neighborhood,latitude,longitude,name,categories
1685,Leme,-22958919,-43172596,Mar da Babilonia Hostel,Hotels
1686,Botafogo,-22948449,-43164505,Carioca Easy Hostel,Hotels
1687,Leme,-22960308,-4317012,Leme House,Hotels
1688,Leme,-22956305,-43174729,Castilla 907,Hotels
1689,Urca,-22952579,-43175707,Temporadas do Recreio,Hotels
1690,Leme,-22961765,-43168712,Modern Leme apartment U028,Hotels
1691,Leme,-22962121,-43168406,Copa Sol FÃ©rias,Hotels
1692,Leme,-22962118,-43168532,Luxor Continental,Hotels
1693,Leme,-22962024,-43169784,Bed and Breakfast Copacabana,Hotels
1694,Botafogo,-22956769,-43176497,Golden Green Hoteis Clube,Hotels
1695,Leme,-22962533,-43168353,Apartamento Aurelino Leal,Hotels
1696,Urca,-22962262,-43170417,Vem pro Rio - General Ribeiro da Costa 230,Hotels
1697,Leme,-22962476,-43169419,Furnished Apartment in Leme Rio D047,Hotels
1698,Leme,-22962518,-43170298,Flat no Leme,Hotels
1699,Leme,-22962862,-43169177,Apartamento AtlÃ¢ntica,Hotels
1700,Leme,-2296288,-43169742,Apartamento Lausanne,Hotels
1701,Leme,-22962838,-4317018,Studio Leme 520,Hotels
1702,Leme,-22962838,-4317018,Gustavo Sampaio,Hotels
1703,Glória,-22912799,-43182035,Manga Hostel,Hotels
1704,Botafogo,-22912931,-43185739,Slaviero Lifestyle Rio de Janeiro,Hotels
1705,Centro,-22912564,-43183912,Lapa Hostel,Hotels
1706,Centro,-22901079,-43179623,Windsor Guanabara Hotel,Hotels
1707,Centro,-22907355,-43181898,ibis Hotel,Hotels
1708,Centro,-22911524,-43183699,Hotel Granada,Hotels
1709,Centro,-2290022,-43179791,Hotel Atlantico Tower,Hotels
1710,Centro,-22906968,-43184907,Hotel Meu Cantinho,Hotels
1711,Centro,-22901444,-43182894,Belga Hotel,Hotels
1712,Centro,-22910726,-43183993,Hotel Carioca,Hotels
1713,Centro,-22912832,-43184608,Fluminense Hotel,Hotels
1714,Centro,-22907302,-4318548,Primor Hotel,Hotels
1715,Centro,-22907438,-43185107,Hotel Sheik,Hotels
1716,Botafogo,-22912931,-43185739,Hotel AtlÃ¢ntico Prime,Hotels
1717,Centro,-22898092,-43180054,Hotel SÃ£o Bento,Hotels
1718,Humaitá,-22897317,-43185932,Villa Reggia Hotel,Hotels
1719,Centro,-22910373,-43188125,Hotel FÃªnix,Hotels
1720,Centro,-22912446,-43183532,Hotel Pouso Real,Hotels
1721,Centro,-22912386,-43183405,Hotel Estadual,Hotels
1722,Centro,-22900048,-43177717,Promenade Service Hotel,Hotels
1723,Centro,-22912398,-43184221,Andorinha Hotel,Hotels
1724,Centro,-229125,-4318391,Piscina,Hotels
1725,Centro,-22911346,-43188462,Hotel Aymore,Hotels
1726,Centro,-22912808,-43184294,PaÃ§o dos Arcos,Hotels
1727,Centro,-22909408,-43188729,Hostel Villa Santana,Hotels
1728,Centro,-22898891,-43179759,Center Hotel,Hotels
1729,Centro,-22899469,-43188618,Gamboa Rio Hotel,Hotels
1730,Centro,-22910644,-43187379,Hotel Galicia,Hotels
1731,Centro,-22904325,-431829,Pensao Recanto da Praca Ltda ME,Hotels
1732,Botafogo,-22904725,-43183348,Hotel SÃ£o Francisco,Hotels
1733,Centro,-22904114,-43182456,Hotel Vitoria Minas,Hotels
1734,Centro,-22905527,-43182928,Bicas Hotel,Hotels
1735,Centro,-22901766,-4318265,Motel Planalto,Hotels
1736,Centro,-22907121,-43182464,"""empreendimentos Hoteleiros Rio's Ltda""",Hotels
1737,Centro,-22902456,-43185552,Hotel Corumba,Hotels
1738,Botafogo,-22907643,-43183167,Serra dos Tucanos,Hotels
1739,Centro,-22905678,-43179294,Hospitality Marketing Consultants do Brasil Ltda,Hotels
1740,Centro,-22908052,-43184557,Paulistano Hotel,Hotels
1741,Centro,-22902766,-43187128,Hotel Noroeste,Hotels
1742,Centro,-22907968,-43185433,Belas Artes Alojamentos Ltda,Hotels
1743,Centro,-22908366,-4318469,Hospedaria Hostal,Hotels
1744,Centro,-22908896,-43183699,ViÃ§osa Hotel,Hotels
1745,Centro,-22906236,-43178491,Hotel Fazenda Santa BÃ¡rbara,Hotels
1746,Centro,-22909149,-43183705,Hotel EsperanÃ§a,Hotels
1747,Centro,-22909101,-43184394,Hospedaria Gomes Freire,Hotels
1748,Botafogo,-22906127,-43177736,Mata Virgem Hostel,Hotels
1749,Centro,-22901959,-4317726,Hotel Atlantico Seculo Xxi Ltda,Hotels
1750,Centro,-22903364,-43176792,Number One,Hotels
1751,Botafogo,-2294913,-43183592,Tutto Nhoque,Italian Restaurant
1752,Botafogo,-22941777,-43181409,Via Farani,Italian Restaurant
1753,Botafogo,-22955717,-43182055,Sult,Italian Restaurant
1754,Botafogo,-22950564,-43184504,Formato Vino & Forneria,Italian Restaurant
1755,Botafogo,-22946997,-43184105,Mazzo,Italian Restaurant
1756,Botafogo,-22947561,-43183052,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1757,Botafogo,-22956952,-43176752,La Mole,Italian Restaurant
1758,Botafogo,-22952988,-43183684,Sapore de Casa,Italian Restaurant
1759,Botafogo,-22957211,-43176507,Abraccio (Abbraccio),Italian Restaurant
1760,Botafogo,-2295433,-43177807,Artisan Pizza Bakery,Italian Restaurant
1761,Botafogo,-22954449,-43178198,Charles Lucky Osteria,Italian Restaurant
1762,Botafogo,-22953024,-43187449,O MacarrÃ£o,Italian Restaurant
1763,Botafogo,-22953922,-43185651,Coisa Nossa Ristorante & Pizzaria,Italian Restaurant
1764,Botafogo,-229476,-4318274,Spoleto,Italian Restaurant
1765,Botafogo,-22946934,-43184104,Zio Peperone,Italian Restaurant
1766,Botafogo,-22953591,-43178366,Fiammetta,Italian Restaurant
1767,Botafogo,-2295419,-43178443,RÃ¡scal - Rio Sul,Italian Restaurant
1768,Botafogo,-22953889,-43185713,Coisa Nossa,Italian Restaurant
1769,Botafogo,-22954223,-43186285,Ristorante Ambasciatore,Italian Restaurant
1770,Botafogo,-22956365,-43176174,La Mole - Rio Sul,Italian Restaurant
1771,Botafogo,-22956639,-43176619,Papa Giovanni Restaurante,Italian Restaurant
1772,Botafogo,-22956672,-43176557,Spoleto,Italian Restaurant
1773,Botafogo,-22956802,-43176435,Spoleto Rio Sul,Italian Restaurant
1774,Flamengo,-22927811,-43176497,Carmelo,Italian Restaurant
1775,Laranjeiras,-22933432,-43180959,Luigi's,Italian Restaurant
1776,Catete,-22925457,-43179577,EmpÃ³rio d' ItÃ¡lia - Catete,Italian Restaurant
1777,Laranjeiras,-22931757,-43186126,Capri,Italian Restaurant
1778,Flamengo,-22928178,-4317569,Villa Rio Restaurante,Italian Restaurant
1779,Laranjeiras,-22930832,-43177196,Spoleto,Italian Restaurant
1780,Centro,-22922243,-43173729,Trattoria della Gloria,Italian Restaurant
1781,Flamengo,-22934752,-43177415,Ravele,Italian Restaurant
1782,Flamengo,-22931312,-43174384,Tarantino,Italian Restaurant
1783,Flamengo,-22934975,-43177357,Le Brants,Italian Restaurant
1784,Copacabana,-22971516,-43185569,Cantina Donanna,Italian Restaurant
1785,Copacabana,-22967824,-43179897,La Trattoria,Italian Restaurant
1786,Copacabana,-22972497,-43188164,Pappa Jack,Italian Restaurant
1787,Copacabana,-22967403,-43179009,Cipriani,Italian Restaurant
1788,Copacabana,-22975698,-43187927,Don Camillo,Italian Restaurant
1789,Copacabana,-22965015,-43182277,O Peixe Vivo,Italian Restaurant
1790,Copacabana,-22978715,-43190069,Simon Boccanegra,Italian Restaurant
1791,Copacabana,-22977637,-43191486,L'Ulivo Cucina e Vini,Italian Restaurant
1792,Copacabana,-22972753,-43189362,La Mole,Italian Restaurant
1793,Copacabana,-22969501,-43186462,Spoleto,Italian Restaurant
1794,Copacabana,-2297123,-43185625,Donnanna,Italian Restaurant
1795,Copacabana,-22967921,-43179837,Maxim's,Italian Restaurant
1796,Copacabana,-2297609,-43187435,Trattoria Sapori d'Italia,Italian Restaurant
1797,Copacabana,-22966199,-4318808,Cantina Romanzini,Italian Restaurant
1798,Copacabana,-22977719,-43190736,Spoleto,Italian Restaurant
1799,Copacabana,-22969655,-43186654,Spoleto,Italian Restaurant
1800,Copacabana,-22968047,-4318511,Armazem da Gastronomia,Italian Restaurant
1801,Copacabana,-2297394,-43188701,Shopping tijuca,Italian Restaurant
1802,Copacabana,-2297282,-43189238,La Mole - Copacabana,Italian Restaurant
1803,Copacabana,-22968261,-43180159,Bar e Restaurante Maxim S,Italian Restaurant
1804,Copacabana,-22966372,-43187642,do Forneiro Pizzaria,Italian Restaurant
1805,Copacabana,-22964954,-4318215,Vermentino,Italian Restaurant
1806,Copacabana,-22978905,-43190074,Dolce & Salato,Italian Restaurant
1807,Laranjeiras,-22940797,-43191862,Cantinella,Italian Restaurant
1808,Laranjeiras,-22938468,-43193939,Mamma Rosa Restaurante,Italian Restaurant
1809,Copacabana,-22938468,-43193939,Cucina italiana,Italian Restaurant
1810,Laranjeiras,-22942084,-43191014,Restaurante Policarpo,Italian Restaurant
1811,Copacabana,-22934752,-43177415,Ravele,Italian Restaurant
1812,Centro,-22910213,-43177645,Aspargus,Italian Restaurant
1813,Centro,-22911214,-43172902,Tretonti,Italian Restaurant
1814,Centro,-22911512,-43176296,Villa Toscana,Italian Restaurant
1815,Centro,-22910524,-43173952,Margutta Restaurante,Italian Restaurant
1816,Centro,-22911241,-43177043,Tretonti,Italian Restaurant
1817,Flamengo,-22919814,-43169406,BOTA Cucina Italiana,Italian Restaurant
1818,Centro,-22910162,-43174508,La Fiora,Italian Restaurant
1819,Centro,-22911431,-43174412,Spoleto,Italian Restaurant
1820,Centro,-2291047,-43172257,Arcanjo,Italian Restaurant
1821,Centro,-22911672,-43176237,SpaghettilÃ¢ndia,Italian Restaurant
1822,Centro,-22914471,-43166456,Deliziosa,Italian Restaurant
1823,Centro,-2291373,-43180176,Lapa Bella,Italian Restaurant
1824,Centro,-22911558,-43174415,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1825,Centro,-22911214,-43172902,Restaurante Tarantino,Italian Restaurant
1826,Centro,-22911196,-43172337,La Spezia CulinÃ¡ria Italiana Ltda ME,Italian Restaurant
1827,Centro,-22911271,-43177106,Tarantino,Italian Restaurant
1828,Centro,-22910108,-4317413,Olive Garden Bar e Restaurante Ltda. E.p.p.,Italian Restaurant
1829,Centro,-22909786,-43174373,Spoleto-Pedro Lessa,Italian Restaurant
1830,Botafogo,-22955107,-43196846,Cobal do HumaitÃ¡,Italian Restaurant
1831,Botafogo,-22956617,-43194623,I Piatti,Italian Restaurant
1832,Humaitá,-22955369,-43196475,Spaghetteria da Cobal,Italian Restaurant
1833,Botafogo,-22953098,-4319617,Il Leone,Italian Restaurant
1834,Botafogo,-2295621,-43191791,Spoleto,Italian Restaurant
1835,Botafogo,-2295546,-43195348,Cantina Mineira Trem Bom,Italian Restaurant
1836,Humaitá,-22958302,-43199494,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1837,Botafogo,-22954884,-43196903,Spaguetteria,Italian Restaurant
1838,Botafogo,-2295823,-43199869,Spoleto,Italian Restaurant
1839,Humaitá,-22952999,-43196356,Osteria Policarpo - HumaitÃ¡,Italian Restaurant
1840,Botafogo,-2295368,-43195682,Brevitar,Italian Restaurant
1841,Botafogo,-22954523,-43193507,Trattoria Altero,Italian Restaurant
1842,Botafogo,-22955662,-43192217,Spoleto-Real Grandeza,Italian Restaurant
1843,Botafogo,-22955725,-43192218,Spoleto,Italian Restaurant
1844,Ipanema,-22983536,-43205241,Pici Trattoria,Italian Restaurant
1845,Ipanema,-22984446,-43204259,Carambola Cozinha & CafÃ©,Italian Restaurant
1846,Ipanema,-22986307,-43203174,Masserini Osteria di Mare,Italian Restaurant
1847,Ipanema,-22984827,-43196363,La Veronese,Italian Restaurant
1848,Ipanema,-22982478,-4321105,Posi Mozza & Mare,Italian Restaurant
1849,Ipanema,-22984818,-4319674,Cantina da Praca,Italian Restaurant
1850,Ipanema,-22980925,-43208566,Pomodorino,Italian Restaurant
1851,Ipanema,-22987076,-43196229,Fasano Al Mare,Italian Restaurant
1852,Ipanema,-2298681,-43203312,La Fiducia Ipanema,Italian Restaurant
1853,Ipanema,-22983362,-4320516,Restaurante Picci,Italian Restaurant
1854,Ipanema,-22984255,-43208207,Spoleto e AteliÃª CulinÃ¡rio Ipanema,Italian Restaurant
1855,Ipanema,-22984839,-43211546,Di Grano,Italian Restaurant
1856,Ipanema,-22984541,-43196419,Via 44,Italian Restaurant
1857,Ipanema,-22984608,-43208067,Spoleto,Italian Restaurant
1858,Ipanema,-22984239,-43201054,Ãguia Romana,Italian Restaurant
1859,Ipanema,-22985094,-43201012,Mio Ipanema,Italian Restaurant
1860,Ipanema,-22985298,-43205021,Pope,Italian Restaurant
1861,Ipanema,-22982371,-43205025,La Terrazza,Italian Restaurant
1862,Ipanema,-22982988,-43205667,Olivetto,Italian Restaurant
1863,Ipanema,-22985047,-43198501,Galezzo,Italian Restaurant
1864,Ipanema,-22986206,-43196898,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1865,Ipanema,-22987076,-43196229,Gero,Italian Restaurant
1866,Ipanema,-2298485,-4320063,Restaurante Via Farme,Italian Restaurant
1867,Ipanema,-22984183,-43208581,La Romagnola Massas,Italian Restaurant
1868,Ipanema,-22985155,-43210236,Gibo Brambini,Italian Restaurant
1869,Ipanema,-22980868,-43209631,EpitÃ¡ceo,Italian Restaurant
1870,Ipanema,-22965679,-43220184,Grado Restaurante,Italian Restaurant
1871,Gávea,-22975695,-43228516,La Pastasciutta,Italian Restaurant
1872,Gávea,-22975635,-43228389,Chez Anne,Italian Restaurant
1873,Ipanema,-22975388,-43228132,Salumeria,Italian Restaurant
1874,Gávea,-22975565,-43228638,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1875,Jardim Botânico,-2296532,-43229711,Guelli,Italian Restaurant
1876,Gávea,-22973001,-4322613,Photochart,Italian Restaurant
1877,Gávea,-22975665,-43228453,La Pasta Gialla,Italian Restaurant
1878,Lagoa,-22962499,-43207812,Capricciosa,Italian Restaurant
1879,Laranjeiras,-22938468,-43193939,Cucina italiana,Italian Restaurant
1880,Leblon,-22985821,-43228382,Stuzzi Bar,Italian Restaurant
1881,Leblon,-22986331,-43225634,Fratelli,Italian Restaurant
1882,Leblon,-22985644,-43226559,Prima Bruschetteria,Italian Restaurant
1883,Leblon,-22983835,-43216415,Pastrella,Italian Restaurant
1884,Leblon,-2298222,-43217756,RÃ¡scal,Italian Restaurant
1885,Leblon,-22984029,-43220121,Spoleto,Italian Restaurant
1886,Leblon,-22986451,-43225888,Nido Ristorante,Italian Restaurant
1887,Leblon,-22982092,-43224341,Massa,Italian Restaurant
1888,Leblon,-22984918,-43227796,La Mole,Italian Restaurant
1889,Leblon,-22985345,-43228433,Gusto Cucina Bar,Italian Restaurant
1890,Leblon,-22982618,-43217013,Abbraccio,Italian Restaurant
1891,Leblon,-22986752,-4322784,Oliva Trattoria MediterrÃ¢nea,Italian Restaurant
1892,Leblon,-22982588,-4321695,Gero Trattoria,Italian Restaurant
1893,Leblon,-22982058,-43216623,Spoleto CulinÃ¡ria Italiana,Italian Restaurant
1894,Leblon,-22985259,-432268,Frateli Restaurante,Italian Restaurant
1895,Leblon,-22980927,-43222807,Ettore,Italian Restaurant
1896,Leblon,-22979983,-4322174,Cantinella,Italian Restaurant
1897,Leblon,-22975388,-43228132,Salumeria,Italian Restaurant
1898,Leblon,-22984408,-43222765,Focaccia Leblon,Italian Restaurant
1899,Leblon,-22983984,-43222002,Giuseppe,Italian Restaurant
1900,Leblon,-22984662,-43227915,Domenico Restaurante & Bar,Italian Restaurant
1901,Leblon,-2298068,-4322255,Bravo Gianni,Italian Restaurant
1902,Leblon,-22980494,-4322242,Ettore - Leblon,Italian Restaurant
1903,Leblon,-22985752,-43228631,Restaurante Pronto Quilo,Italian Restaurant
1904,Leblon,-22983999,-43220057,Spoleto - Leblon,Italian Restaurant
1905,Leblon,-22982061,-43217815,Spoleto Shopping Leblon,Italian Restaurant
1906,Leme,-22962545,-43167852,La Fiorentina,Italian Restaurant
1907,Leme,-22962657,-43168482,da Brambini,Italian Restaurant
1908,Leme,-22963693,-43172772,d'Amici,Italian Restaurant
1909,Copacabana,-22964045,-4317391,Pasta e Pallone,Italian Restaurant
1910,Leme,-22964283,-43173226,La Galierie,Italian Restaurant
1911,Leme,-22964536,-43173232,Alloro,Italian Restaurant
1912,São Conrado,-22996873,-4326014,CT Brasserie,Italian Restaurant
1913,Gávea,-22996906,-43260078,Prima Bruschetteria,Italian Restaurant
1914,São Conrado,-22996073,-43259242,Alessandro e Frederico Fashion Mall,Italian Restaurant
1915,Botafogo,-22957127,-43176066,Spoleto,Italian Restaurant
1916,Centro,-22904403,-43177005,Giuseppe,Italian Restaurant
1917,Centro,-22902553,-43177588,La Sagrada FamÃ­lia,Italian Restaurant
1918,Centro,-22902658,-43177152,Uniko,Italian Restaurant
1919,Centro,-229061,-43180182,Coliseu das Massas,Italian Restaurant
1920,Centro,-22897863,-43179045,Ziti&Co - Comfort Food,Italian Restaurant
1921,Centro,-22909595,-43186224,Villa 106,Italian Restaurant
1922,Centro,-22901453,-43177248,Miletto,Italian Restaurant
1923,Centro,-22899394,-43178579,Tretonti,Italian Restaurant
1924,Centro,-22911955,-43182893,Pizzaria La Carmelita,Italian Restaurant
1925,Centro,-22903369,-43179176,Spoleto,Italian Restaurant
1926,Centro,-22904283,-43176751,Focaccia,Italian Restaurant
1927,Centro,-22899485,-43181404,Focaccia,Italian Restaurant
1928,Centro,-22903517,-43184888,Tutto A Posto,Italian Restaurant
1929,Centro,-22902791,-43186125,Spoleto,Italian Restaurant
1930,Centro,-22897357,-4318035,Enoteca Uno,Italian Restaurant
1931,Centro,-22905084,-43184235,Spoleto,Italian Restaurant
1932,Centro,-2290582,-43174718,Carmelo Cafe,Italian Restaurant
1933,Centro,-22904219,-4317675,ArmazÃ©m das Massas,Italian Restaurant
1934,Centro,-22901555,-4317562,Lampadosa,Italian Restaurant
1935,Centro,-22904982,-43175325,Pizza Nostra,Italian Restaurant
1936,Centro,-22899485,-43181404,Francesco Caffe,Italian Restaurant
1937,Centro,-2289707,-43180406,Spoleto,Italian Restaurant
1938,Centro,-22909692,-43176943,VulcÃ£o das Massas,Italian Restaurant
1939,Centro,-229027,-43178031,Pasta,Italian Restaurant
1940,Centro,-22899548,-43181406,Lu Ternanu,Italian Restaurant
1941,Centro,-22899485,-43181404,Emporio Citta'Nova 2,Italian Restaurant
1942,Centro,-22907013,-43177757,Santa Lolla - Cantina Italiana,Italian Restaurant
1943,Copacabana,-22901887,-43177635,Spaghetteria Zona Sul,Italian Restaurant
1944,Centro,-22904126,-43176685,EspaÃ§o Gourmet,Italian Restaurant
1945,Centro,-22899391,-43178705,Palato DI Livorno,Italian Restaurant
1946,Centro,-22905268,-43175269,Parada da Massa,Italian Restaurant
1947,Centro,-22911472,-43183066,Prima Donna Ristorante,Italian Restaurant
1948,Centro,-22903077,-43175531,Forum Mix,Italian Restaurant
1949,Centro,-22906034,-43175037,Espaghetteli,Italian Restaurant
1950,Centro,-22906602,-4317757,Padovano Ristorante,Italian Restaurant
1951,Centro,-22907149,-4317475,Boca de Forno Bar e Pizzaria,Italian Restaurant
1952,Centro,-22912904,-43184233,Famiglia Calabria,Italian Restaurant
1953,Centro,-22907809,-43174953,Restaurante Oliveira,Italian Restaurant
1954,Centro,-22902667,-43175458,Tarantella,Italian Restaurant
1955,Centro,-22905024,-43184108,Buona Pasta Culinaria Italiana Ltda,Italian Restaurant
1956,Centro,-22901498,-43181954,Coliseu das Massas Ii,Italian Restaurant
1957,Centro,-22903339,-43179112,Spoleto,Italian Restaurant
1958,Centro,-22902887,-43178161,Tretonti,Italian Restaurant
1959,Centro,-22902887,-43178161,Tarantino,Italian Restaurant
1960,Centro,-22902456,-43177649,Arte das Massas,Italian Restaurant
1961,Centro,-22904403,-43177005,Spoleto - Sete de Setembro,Italian Restaurant
1962,Centro,-22904506,-43176694,Spoleto,Italian Restaurant
1963,Centro,-22906932,-43177191,Padovano,Italian Restaurant
1964,Botafogo,-22941876,-43181223,Miako,Japanese Restaurant
1965,Botafogo,-22946196,-43183208,Ebisu,Japanese Restaurant
1966,Botafogo,-22946172,-43182894,Matsuda,Japanese Restaurant
1967,Botafogo,-22947473,-43182737,Kotobuki,Japanese Restaurant
1968,Botafogo,-22947036,-4318511,Ekko's Gastronomia,Japanese Restaurant
1969,Botafogo,-22941491,-43181465,Farani Pasta e Sushi,Japanese Restaurant
1970,Botafogo,-22950461,-43184815,Epifania Oriental ContemporÃ¢neo,Japanese Restaurant
1971,Botafogo,-22949109,-431792,Bar da Rampa,Japanese Restaurant
1972,Botafogo,-22956958,-43176501,Sushi Rio,Japanese Restaurant
1973,Botafogo,-22942006,-43181101,Restaurante Mizu,Japanese Restaurant
1974,Botafogo,-2295259,-43187062,Restaurante Atrium,Japanese Restaurant
1975,Botafogo,-229476,-4318274,Koni Store,Japanese Restaurant
1976,Botafogo,-22947473,-43182737,Grande Muralha,Japanese Restaurant
1977,Botafogo,-22949723,-4318326,Nakami Sushi Bar,Japanese Restaurant
1978,Botafogo,-22949265,-43185853,Kilograma - Botafogo,Japanese Restaurant
1979,Botafogo,-22956603,-43176807,Ãcaro Gastronomia,Japanese Restaurant
1980,Botafogo,-22945702,-43182694,Cone Lounge,Japanese Restaurant
1981,Botafogo,-22945922,-43182762,Mix Lounge,Japanese Restaurant
1982,Botafogo,-22954332,-43177819,Sushi Japa Chan,Japanese Restaurant
1983,Botafogo,-22953907,-43186278,Tsuru Sushi CulinÃ¡ria Japonesa e Sushi Bar,Japanese Restaurant
1984,Botafogo,-22954236,-4317261,Matsuki Oriental ContemporÃ¢neo,Japanese Restaurant
1985,Botafogo,-22947537,-43182738,Kotobuki - Botafogo Praia Shopping,Japanese Restaurant
1986,Botafogo,-22947036,-4318511,Ekko's CafÃ©,Japanese Restaurant
1987,Botafogo,-22941876,-43181223,Restaurante Mizu,Japanese Restaurant
1988,Botafogo,-22940665,-43181571,Kaikyo,Japanese Restaurant
1989,Botafogo,-22956365,-43176174,Sushi Rio - Shopping Rio Sul,Japanese Restaurant
1990,Botafogo,-22956639,-43176619,Koni Store,Japanese Restaurant
1991,Catete,-22929034,-431796,Mestre Kami,Japanese Restaurant
1992,Flamengo,-2293286,-43177119,Samurai San,Japanese Restaurant
1993,Catete,-22928024,-4317945,Sushi Dara,Japanese Restaurant
1994,Laranjeiras,-22934354,-43180793,Sushimar Laranjeiras,Japanese Restaurant
1995,Laranjeiras,-22930525,-43179447,Kappamaki,Japanese Restaurant
1996,Catete,-22928952,-43177716,Yuan Shan,Japanese Restaurant
1997,Laranjeiras,-2293214,-43182057,Umi - sushi bar e cevicheria,Japanese Restaurant
1998,Copacabana,-22931547,-4317646,Lamen Hood,Japanese Restaurant
1999,Laranjeiras,-22932381,-43182565,Bambu Mix Sushi,Japanese Restaurant
2000,Laranjeiras,-22930832,-43177196,Koni Store,Japanese Restaurant
2001,Laranjeiras,-22922589,-431738,Sushi GlÃ³ria,Japanese Restaurant
2002,Leblon,-22934445,-43180983,Suchi Mar,Japanese Restaurant
2003,Catete,-2293073,-43177507,Inuttikon ComÃ©rcio de Alimentos Ltda,Japanese Restaurant
2004,Flamengo,-2293073,-43177507,Koni Store - Largo do Machado,Japanese Restaurant
2005,Catete,-22932215,-43178923,Restaurante Kioto,Japanese Restaurant
2006,Flamengo,-22933155,-43176687,Samuraisan Restaurante JaponÃªs,Japanese Restaurant
2007,Flamengo,-22933107,-43174741,Samurasan Restaurante Japones,Japanese Restaurant
2008,Copacabana,-22972151,-43186776,Soy,Japanese Restaurant
2009,Copacabana,-22972344,-43187972,Haru Sushi Bar,Japanese Restaurant
2010,Copacabana,-22975909,-43188371,Lapamaki,Japanese Restaurant
2011,Copacabana,-22965078,-43178326,Aloha Sushi,Japanese Restaurant
2012,Copacabana,-22964415,-43179565,Koni Store,Japanese Restaurant
2013,Copacabana,-22976315,-43191204,Amadai Sushi,Japanese Restaurant
2014,Copacabana,-22975223,-43187978,Japan's,Japanese Restaurant
2015,Copacabana,-22977174,-43189719,Botekim do Japa,Japanese Restaurant
2016,Copacabana,-22964993,-43189742,Sushi Lopes,Japanese Restaurant
2017,Copacabana,-2296596,-43181108,Toruk Sushi,Japanese Restaurant
2018,Copacabana,-22975012,-43187534,Koni Store,Japanese Restaurant
2019,Copacabana,-22970353,-43187862,Sushinharia,Japanese Restaurant
2020,Copacabana,-22974003,-43188702,Koni Store,Japanese Restaurant
2021,Copacabana,-22974654,-43187965,Japa Nao,Japanese Restaurant
2022,Copacabana,-22967276,-43188228,Du Bronca Comida Japonesa,Japanese Restaurant
2023,Botafogo,-22967728,-43179958,Sushi Night,Japanese Restaurant
2024,Copacabana,-22974875,-43189829,Sushinharia,Japanese Restaurant
2025,Copacabana,-22965586,-43188752,Bonsai Sushi,Japanese Restaurant
2026,Copacabana,-2296655,-4318683,Let'Sushi,Japanese Restaurant
2027,Copacabana,-2297546,-43189929,Jappa da Quitanda,Japanese Restaurant
2028,Copacabana,-22965661,-43181354,Sr. Hashi Express,Japanese Restaurant
2029,Copacabana,-22965466,-43189816,Keyzem Sushi Bar,Japanese Restaurant
2030,Copacabana,-22978905,-43190074,Wakame Sushi Restaurante Bar,Japanese Restaurant
2031,Copacabana,-22970863,-43183797,Jw Marriott Taiyou,Japanese Restaurant
2032,Copacabana,-22972588,-4318572,Terraneo Bar,Japanese Restaurant
2033,Copacabana,-22974289,-43188646,CaÃ§arola de Barro,Japanese Restaurant
2034,Cosme Velho,-22939887,-43200367,Sushi do PC,Japanese Restaurant
2035,Copacabana,-22928952,-43177716,Yuan Shan,Japanese Restaurant
2036,Catete,-22934445,-43180983,Suchi Mar,Japanese Restaurant
2037,Flamengo,-22935894,-43177317,Central do Sushi,Japanese Restaurant
2038,Flamengo,-22936551,-43180891,Mitsuo Delivery,Japanese Restaurant
2039,Flamengo,-229369,-43177591,Bajix Sushi,Japanese Restaurant
2040,Gávea,-22980291,-43233331,Soba,Japanese Restaurant
2041,Copacabana,-22980459,-43241614,Villar Sushi,Japanese Restaurant
2042,Gávea,-22978346,-43233975,Japaway,Japanese Restaurant
2043,Gávea,-22986477,-43243163,99 Sushi Bar,Japanese Restaurant
2044,Gávea,-22981232,-43236239,Origami - Shopping da Gavea,Japanese Restaurant
2045,Gávea,-22975911,-43231344,Restaurante Origami,Japanese Restaurant
2046,Centro,-22914279,-4317975,Gohan,Japanese Restaurant
2047,Centro,-22913606,-43181365,Mestre Kami,Japanese Restaurant
2048,Centro,-22913962,-43182377,Lapamaki,Japanese Restaurant
2049,Flamengo,-22920112,-43170166,Soho Rio Restaurante,Japanese Restaurant
2050,Centro,-22909909,-43177136,Linox Restaurante,Japanese Restaurant
2051,Centro,-22911102,-43172272,Mitsue,Japanese Restaurant
2052,Centro,-22911461,-43174476,Koni Store,Japanese Restaurant
2053,Glória,-22922589,-431738,Sushi GlÃ³ria,Japanese Restaurant
2054,Glória,-22913736,-43179925,Yakissoba da Lapa,Japanese Restaurant
2055,Centro,-22910629,-43173515,Japones Ed Jockey 11 A,Japanese Restaurant
2056,Centro,-22914408,-43179627,Gohan Restaurante Natural e Sushi Bar,Japanese Restaurant
2057,Centro,-22914279,-4317975,Gohan Alimentos Naturais,Japanese Restaurant
2058,Botafogo,-22955011,-43195589,Beishu Sushi Botafogo,Japanese Restaurant
2059,Humaitá,-22954591,-43197006,Manekineko,Japanese Restaurant
2060,Humaitá,-2295605,-43198436,Koni Store,Japanese Restaurant
2061,Humaitá,-22955592,-43196418,Planeta Sushi,Japanese Restaurant
