Column1;neighborhood;latitude;longitude;name;categories
71;Ipanema;-22.985775;-43.199021;AÃƒÂ§ougue Vegano;Vegan and Vegetarian Restaurant
72;Ipanema;-22.984628;-43.1941;Flora Viva Natural;Vegan and Vegetarian Restaurant
73;Ipanema;-22.984839;-43.211546;Yasai Natural Sushi;Vegan and Vegetarian Restaurant
74;Ipanema;-22.983544;-43.211452;Veganza;Vegan and Vegetarian Restaurant
75;Copacabana;-22.984016;-43.212843;Pomar To Go;Vegan and Vegetarian Restaurant
76;Leblon;-22.984048;-43.216734;Tita BistrÃƒÂ´;Vegan and Vegetarian Restaurant
77;Ipanema;-22.984323;-43.200178;Blyss Restaurante Vegetariano;Vegan and Vegetarian Restaurant
78;Ipanema;-22.98432;-43.213353;Hare Burger;Vegan and Vegetarian Restaurant
79;Jardim BotÃ¢nico;-22.965264;-43.219045;Prana Vegetariano;Vegan and Vegetarian Restaurant
80;Leblon;-22.965231;-43.219107;O Quintal Zen;Vegan and Vegetarian Restaurant
81;Jardim BotÃ¢nico;-22.964613;-43.221395;NutreSÃƒÂ£o;Vegan and Vegetarian Restaurant
82;Jardim BotÃ¢nico;-22.964478;-43.21752;Nutre SÃƒÂ£o;Vegan and Vegetarian Restaurant
83;Jardim BotÃ¢nico;-22.965231;-43.219107;O Quintal Zen;Vegan and Vegetarian Restaurant
84;Centro;-22.900533;-43.179924;DelÃƒÂ­rio Tropical;Vegan and Vegetarian Restaurant
85;Centro;-22.900781;-43.181498;Dona Vegana;Vegan and Vegetarian Restaurant
86;Centro;-22.897863;-43.179045;Restaurante Vegetariano Beterraba;Vegan and Vegetarian Restaurant
87;Centro;-22.898119;-43.178925;Boutique Natural;Vegan and Vegetarian Restaurant
88;Centro;-22.907944;-43.17458;Vegetariano;Vegan and Vegetarian Restaurant
89;Botafogo;-22.947537;-43.182738;Brownieria;Cafes, Snack bars, Sweets
90;Botafogo;-22.951193;-43.184645;Le Depanneur;Cafes, Snack bars, Sweets
91;Botafogo;-22.956573;-43.176743;Mais Amor e Sucos;Cafes, Snack bars, Sweets
92;Botafogo;-22.947537;-43.182738;CafeÃƒÂ­na;Cafes, Snack bars, Sweets
93;Botafogo;-22.948985;-43.184341;Hell's Burguer;Cafes, Snack bars, Sweets
94;Botafogo;-22.94957;-43.185045;Balada Mix;Cafes, Snack bars, Sweets
95;Botafogo;-22.952452;-43.18756;Riso de Botafogo;Cafes, Snack bars, Sweets
96;Botafogo;-22.952768;-43.187568;Saude Pra Nos;Cafes, Snack bars, Sweets
97;Botafogo;-22.950311;-43.180546;Blends CafÃƒÂ©s Especiais;Cafes, Snack bars, Sweets
98;Botafogo;-22.951286;-43.18471;Verso CafÃƒÂ© e Restaurante;Cafes, Snack bars, Sweets
99;Botafogo;-22.94947;-43.189183;La Latteria Bloise;Cafes, Snack bars, Sweets
100;Botafogo;-22.952988;-43.183684;CafÃƒÂ© Latte;Cafes, Snack bars, Sweets
101;Botafogo;-22.945036;-43.182741;Cafeteria EspaÃƒÂ§o ItaÃƒÂº;Cafes, Snack bars, Sweets
102;Botafogo;-22.95054;-43.180238;Paninari;Cafes, Snack bars, Sweets
103;Botafogo;-22.949271;-43.189555;Lanches 188;Cafes, Snack bars, Sweets
104;Botafogo;-22.951181;-43.181194;Mobicare CafÃƒÂ© by Nespresso;Cafes, Snack bars, Sweets
105;Botafogo;-22.950208;-43.177765;Coffee Break;Cafes, Snack bars, Sweets
106;Botafogo;-22.948076;-43.182688;Rei do Mate;Cafes, Snack bars, Sweets
107;Botafogo;-22.947473;-43.182737;Nooma;Cafes, Snack bars, Sweets
108;Botafogo;-22.947626;-43.183237;Chez LÃ¢â‚¬â„¢ami CafÃƒÂ©;Cafes, Snack bars, Sweets
109;Botafogo;-22.951052;-43.182634;CafÃƒÂ© EstaÃƒÂ§ÃƒÂ£o Rio;Cafes, Snack bars, Sweets
110;Botafogo;-22.950558;-43.176851;GR Cafe;Cafes, Snack bars, Sweets
111;Botafogo;-22.952593;-43.188254;B.O.L.O;Cafes, Snack bars, Sweets
112;Botafogo;-22.946491;-43.182776;CafÃƒÂ© Enseada;Cafes, Snack bars, Sweets
113;Urca;-22.950699;-43.178861;Pix CafÃƒÂ©;Cafes, Snack bars, Sweets
114;Botafogo;-22.947104;-43.183469;Lounge Coca-Cola;Cafes, Snack bars, Sweets
115;Botafogo;-22.944913;-43.182613;Scada CafÃƒÂ©;Cafes, Snack bars, Sweets
116;Botafogo;-22.94672;-43.185103;Garage Cafe;Cafes, Snack bars, Sweets
117;Botafogo;-22.951286;-43.18471;EstaÃƒÂ§ÃƒÂ£o CafÃƒÂ©;Cafes, Snack bars, Sweets
118;Botafogo;-22.948319;-43.185705;ContemporÃƒÂ¢neo CafÃƒÂ©;Cafes, Snack bars, Sweets
119;Botafogo;-22.949301;-43.185666;EspaÃƒÂ§o do Sabor;Cafes, Snack bars, Sweets
120;Botafogo;-22.947048;-43.185926;Trekos;Cafes, Snack bars, Sweets
121;Botafogo;-22.955052;-43.182102;Anna CafÃƒÂ©;Cafes, Snack bars, Sweets
122;Botafogo;-22.942274;-43.181797;CafÃƒÂ© do SÃƒÂ©;Cafes, Snack bars, Sweets
123;Botafogo;-22.94228;-43.181546;Canto do CafÃƒÂ©;Cafes, Snack bars, Sweets
124;Botafogo;-22.951356;-43.187095;Place Cafe;Cafes, Snack bars, Sweets
125;Botafogo;-22.941651;-43.180089;Coffee Shop;Cafes, Snack bars, Sweets
126;Botafogo;-22.955476;-43.182865;CafÃƒÂ© Bem Casado;Cafes, Snack bars, Sweets
127;Botafogo;-22.950271;-43.188763;Cafe Iris;Cafes, Snack bars, Sweets
128;Botafogo;-22.954301;-43.186977;EstaÃƒÂ§ÃƒÂ£o 56;Cafes, Snack bars, Sweets
129;Botafogo;-22.956527;-43.183894;Tome cha;Cafes, Snack bars, Sweets
130;Botafogo;-22.956085;-43.175979;Chez Bela Cafeteria;Cafes, Snack bars, Sweets
131;Botafogo;-22.954597;-43.186545;Padaria e Confeitaria Naziras X Me;Cafes, Snack bars, Sweets
132;Flamengo;-22.941401;-43.176005;CafÃƒÂ© du Bom;Cafes, Snack bars, Sweets
133;Botafogo;-22.956868;-43.176311;BistrÃƒÂ´ Chef Dog;Cafes, Snack bars, Sweets
134;Botafogo;-22.956829;-43.176624;Viena Express;Cafes, Snack bars, Sweets
135;Botafogo;-22.956739;-43.176433;Viena CafÃƒÂ©;Cafes, Snack bars, Sweets
136;Urca;-22.953175;-43.174592;CÃƒÂ³pia CafÃƒÂ©;Cafes, Snack bars, Sweets
137;Botafogo;-22.950151;-43.181922;Lanchonete Top Kapi;Cafes, Snack bars, Sweets
